port,cargo_type,customer_type,industry,transport_mode,distance_km,transport_cost,port_cost,total_cost,delay_occurred,delay_days,monthly_spend_value,shipment_frequency,storage_required,storage_days,express_required,loss_due_to_delay,customer_satisfaction,will_choose_portkart
JNPT,Liquid,Exporter,Textiles,Road,1173,65381,33992,99373,1,3,894357,9,1,5,0,22116,3,1
Mundra,Liquid,Importer,FMCG,Multi-modal,421,45900,27965,73865,0,0,517055,1,1,3,0,0,3,0
Kolkata,Container,Importer,Electronics,Road,91,69404,32704,102108,1,3,612648,8,0,3,0,24771,4,1
Kolkata,Hazardous,Importer,Machinery,Road,269,87561,29923,117484,1,2,469936,3,0,6,1,12118,2,1
JNPT,Liquid,Exporter,FMCG,Multi-modal,265,42773,24462,67235,0,0,268940,5,1,2,0,0,3,1
JNPT,Container,Importer,Textiles,Road,1418,53570,26066,79636,0,0,477816,10,1,4,1,0,2,0
Chennai,Liquid,Distributor,Machinery,Road,1219,49622,35655,85277,1,2,682216,5,0,2,0,19912,1,1
Mundra,Liquid,Importer,FMCG,Rail,1142,71510,28774,100284,1,2,701988,5,0,3,0,13594,4,1
Mundra,Container,Exporter,Electronics,Multi-modal,219,47597,26107,73704,0,0,294816,14,1,1,1,0,1,0
Kolkata,Container,Distributor,FMCG,Road,714,41325,31369,72694,0,0,145388,6,0,1,1,0,4,0
Cochin,Bulk,Retailer,Machinery,Road,82,53936,38877,92813,1,1,556878,7,0,6,0,4598,5,1
JNPT,Container,Retailer,Machinery,Multi-modal,677,63089,39061,102150,0,0,510750,7,1,5,0,0,3,1
JNPT,Liquid,Retailer,Machinery,Rail,997,89831,39636,129467,0,0,388401,4,0,3,1,0,2,1
Kolkata,Bulk,Retailer,FMCG,Rail,733,56960,31287,88247,0,0,352988,12,1,5,0,0,1,1
JNPT,Container,Retailer,Chemicals,Rail,1341,54847,34423,89270,0,0,714160,13,1,1,0,0,2,1
Cochin,Hazardous,Exporter,Machinery,Rail,1460,64259,38351,102610,0,0,513050,10,0,3,1,0,3,1
Kolkata,Container,Retailer,Machinery,Rail,891,79191,32453,111644,0,0,446576,13,0,5,1,0,3,1
Cochin,Liquid,Distributor,Electronics,Multi-modal,949,71843,31683,103526,1,2,207052,6,0,6,0,6506,1,1
Mundra,Bulk,Importer,Chemicals,Multi-modal,1207,65437,28149,93586,0,0,842274,4,1,6,1,0,3,1
Chennai,Container,Distributor,Textiles,Road,1252,89625,20567,110192,0,0,881536,8,1,1,0,0,1,1
Chennai,Liquid,Distributor,Chemicals,Road,723,79265,33545,112810,1,1,902480,3,0,2,0,3369,3,1
JNPT,Liquid,Importer,Chemicals,Multi-modal,616,71012,20687,91699,0,0,825291,6,0,1,1,0,5,1
JNPT,Bulk,Importer,Electronics,Rail,1211,73207,37592,110799,1,4,443196,14,0,4,0,18172,4,1
Cochin,Hazardous,Importer,Chemicals,Multi-modal,687,46751,34906,81657,0,0,244971,3,0,3,1,0,5,1
Cochin,Hazardous,Distributor,Chemicals,Rail,629,88990,36661,125651,1,2,879557,11,1,3,0,8936,1,1
Mundra,Liquid,Retailer,Textiles,Multi-modal,453,49131,25037,74168,0,0,519176,9,0,5,1,0,5,1
Kolkata,Liquid,Importer,Textiles,Multi-modal,595,83062,37570,120632,1,3,241264,10,0,1,1,25350,5,1
JNPT,Liquid,Distributor,Chemicals,Rail,236,74980,29454,104434,1,2,939906,8,1,5,0,2780,4,1
Kolkata,Hazardous,Exporter,FMCG,Road,580,48955,39784,88739,1,3,443695,14,0,2,0,8889,2,1
Chennai,Liquid,Exporter,Chemicals,Rail,1325,51160,24572,75732,1,3,605856,10,1,5,0,23562,3,1
Mundra,Hazardous,Importer,Textiles,Road,228,89455,22162,111617,0,0,446468,1,1,2,0,0,5,1
Cochin,Hazardous,Distributor,Textiles,Rail,1370,78912,29888,108800,1,2,435200,1,1,4,0,14288,1,1
Cochin,Hazardous,Exporter,Electronics,Road,632,88737,20599,109336,0,0,874688,9,1,3,0,0,2,1
JNPT,Bulk,Retailer,Machinery,Multi-modal,164,79791,33892,113683,1,2,341049,6,0,6,1,17902,2,1
Cochin,Container,Retailer,Electronics,Multi-modal,698,84487,35658,120145,0,0,360435,5,0,2,1,0,3,1
Kolkata,Liquid,Retailer,FMCG,Road,1237,60553,27436,87989,0,0,615923,7,0,6,1,0,5,0
Mundra,Liquid,Exporter,Textiles,Rail,895,62612,25995,88607,0,0,177214,7,1,1,1,0,2,0
Kolkata,Liquid,Retailer,FMCG,Rail,213,86546,28160,114706,1,2,573530,13,1,2,0,5754,3,1
Chennai,Hazardous,Retailer,Electronics,Multi-modal,482,66379,22251,88630,1,2,354520,4,1,6,0,11200,3,1
Chennai,Liquid,Retailer,Textiles,Road,747,62452,27670,90122,1,1,811098,13,1,3,0,6562,4,1
Cochin,Container,Exporter,Electronics,Multi-modal,60,46192,29895,76087,0,0,608696,9,0,6,0,0,3,1
Kolkata,Hazardous,Retailer,Chemicals,Road,101,82747,30438,113185,1,1,452740,7,1,5,1,3112,1,1
Mundra,Bulk,Retailer,Electronics,Multi-modal,77,69305,21354,90659,0,0,271977,14,1,4,0,0,5,1
Cochin,Hazardous,Importer,FMCG,Multi-modal,576,49327,30540,79867,1,2,319468,13,1,6,1,6216,4,1
Kolkata,Container,Distributor,FMCG,Rail,472,70373,26667,97040,0,0,873360,12,0,3,1,0,2,1
Chennai,Hazardous,Distributor,FMCG,Multi-modal,830,86622,37130,123752,1,1,618760,4,0,6,1,2020,5,1
Chennai,Hazardous,Exporter,Electronics,Road,114,88359,34694,123053,0,0,984424,6,0,4,0,0,5,1
JNPT,Hazardous,Exporter,Machinery,Rail,182,86972,35317,122289,0,0,244578,7,0,5,0,0,1,1
Chennai,Liquid,Retailer,FMCG,Road,355,77097,21477,98574,0,0,394296,2,0,5,0,0,5,1
JNPT,Bulk,Retailer,Electronics,Road,1170,77873,30931,108804,1,1,435216,9,1,5,1,6716,4,1
Mundra,Liquid,Distributor,Chemicals,Multi-modal,67,65992,25380,91372,1,3,639604,8,0,1,0,22866,1,1
Cochin,Hazardous,Importer,Electronics,Road,1084,51782,21159,72941,1,3,583528,6,0,6,1,23547,4,1
Mundra,Hazardous,Importer,Machinery,Rail,679,88970,25442,114412,1,4,572060,5,1,3,1,38720,5,1
Cochin,Bulk,Retailer,Textiles,Road,1317,49148,30306,79454,0,0,556178,5,0,1,1,0,1,0
Chennai,Container,Importer,Electronics,Road,864,61921,36008,97929,0,0,587574,14,0,6,1,0,2,1
Chennai,Container,Retailer,Electronics,Rail,158,41069,27749,68818,0,0,275272,9,0,4,1,0,1,1
Cochin,Hazardous,Exporter,FMCG,Rail,1469,89774,26073,115847,1,2,1042623,3,0,1,1,11738,1,1
Kolkata,Hazardous,Retailer,Electronics,Road,972,56110,22523,78633,0,0,629064,2,1,5,1,0,3,1
Mundra,Container,Exporter,Machinery,Rail,163,65059,27858,92917,1,2,185834,9,1,3,0,12702,2,1
Kolkata,Liquid,Distributor,Electronics,Road,1481,44302,21543,65845,0,0,263380,14,1,3,0,0,1,0
JNPT,Liquid,Distributor,FMCG,Rail,1171,56447,33055,89502,1,2,626514,12,1,4,1,17320,3,1
Mundra,Hazardous,Importer,Chemicals,Road,1104,78215,39133,117348,0,0,469392,13,1,3,0,0,1,1
JNPT,Liquid,Retailer,Machinery,Road,1405,64552,20799,85351,0,0,682808,13,0,2,1,0,4,0
JNPT,Hazardous,Importer,FMCG,Rail,249,76281,33601,109882,0,0,769174,5,0,2,0,0,1,1
Kolkata,Hazardous,Importer,Chemicals,Multi-modal,809,72036,32621,104657,1,4,837256,12,1,1,0,31528,4,1
Kolkata,Container,Distributor,Chemicals,Rail,132,52741,24841,77582,0,0,310328,2,1,2,1,0,5,0
JNPT,Liquid,Exporter,Chemicals,Road,344,85519,28108,113627,0,0,340881,7,1,3,1,0,1,1
Chennai,Hazardous,Exporter,Chemicals,Multi-modal,1001,75533,37606,113139,0,0,791973,2,0,3,1,0,4,1
Chennai,Liquid,Distributor,FMCG,Rail,1297,80068,35548,115616,0,0,924928,8,1,4,1,0,1,1
Cochin,Container,Importer,FMCG,Multi-modal,503,71672,21085,92757,0,0,371028,14,0,5,0,0,5,1
Mundra,Bulk,Retailer,FMCG,Multi-modal,822,58733,34332,93065,1,4,372260,13,1,2,1,31232,5,1
Cochin,Hazardous,Exporter,Machinery,Rail,1233,52952,23094,76046,1,2,228138,5,0,1,1,14558,2,1
Mundra,Container,Importer,Chemicals,Multi-modal,1209,45868,33071,78939,1,2,394695,5,1,3,0,3614,3,1
JNPT,Bulk,Retailer,Chemicals,Rail,689,76432,20743,97175,0,0,777400,14,0,2,0,0,5,1
JNPT,Container,Exporter,Textiles,Road,895,78581,20947,99528,0,0,398112,13,1,6,1,0,5,1
JNPT,Bulk,Distributor,Electronics,Multi-modal,1461,45318,35405,80723,1,2,645784,13,1,3,0,8472,1,1
JNPT,Hazardous,Retailer,FMCG,Road,758,84066,37921,121987,1,2,731922,9,0,1,0,14662,4,1
Chennai,Liquid,Retailer,Electronics,Road,932,84564,21158,105722,0,0,317166,1,0,4,1,0,3,1
Chennai,Liquid,Exporter,FMCG,Multi-modal,205,42747,32454,75201,1,4,676809,4,1,1,1,14796,5,1
JNPT,Hazardous,Exporter,Electronics,Road,1026,43411,21689,65100,0,0,195300,1,1,2,0,0,4,1
Cochin,Hazardous,Exporter,FMCG,Multi-modal,745,66013,36970,102983,1,3,411932,1,1,4,0,21828,2,1
JNPT,Bulk,Importer,Textiles,Road,881,87119,24290,111409,0,0,891272,2,0,1,1,0,3,1
Cochin,Container,Importer,Machinery,Road,1083,89741,32766,122507,0,0,1102563,2,0,4,1,0,1,1
Chennai,Liquid,Retailer,Electronics,Multi-modal,334,56327,27188,83515,0,0,417575,4,1,2,1,0,1,0
JNPT,Container,Importer,FMCG,Multi-modal,209,68163,37550,105713,0,0,845704,12,0,4,0,0,1,1
Cochin,Hazardous,Retailer,FMCG,Rail,1166,67563,21362,88925,0,0,444625,8,1,4,1,0,5,1
Kolkata,Container,Distributor,Chemicals,Rail,1231,85366,34527,119893,1,4,239786,5,1,6,1,35000,2,1
Cochin,Liquid,Exporter,Machinery,Road,1278,84499,28800,113299,1,4,566495,12,1,6,0,36732,5,1
Kolkata,Container,Importer,Chemicals,Multi-modal,718,77869,34537,112406,0,0,786842,9,1,6,1,0,5,1
Chennai,Bulk,Exporter,Textiles,Multi-modal,1344,70773,25714,96487,0,0,482435,1,1,6,1,0,1,1
JNPT,Container,Exporter,Chemicals,Multi-modal,1094,43652,34028,77680,0,0,543760,5,1,5,0,0,4,0
Mundra,Hazardous,Retailer,Textiles,Road,1234,47506,27591,75097,0,0,450582,11,1,5,1,0,1,1
Cochin,Hazardous,Retailer,Chemicals,Road,62,68377,23867,92244,0,0,553464,6,0,6,0,0,3,1
Kolkata,Container,Distributor,Electronics,Road,409,89480,29631,119111,0,0,1071999,12,0,1,1,0,5,1
Chennai,Bulk,Distributor,Chemicals,Rail,1054,42251,33513,75764,1,4,606112,13,1,4,1,14584,3,1
Chennai,Liquid,Exporter,Chemicals,Multi-modal,759,89600,39396,128996,1,3,515984,12,0,4,1,20952,3,1
JNPT,Liquid,Importer,Electronics,Rail,707,52822,37448,90270,1,4,541620,2,1,4,1,23200,2,1
Kolkata,Hazardous,Exporter,Textiles,Rail,1298,42794,31528,74322,0,0,297288,11,1,1,1,0,1,0
Chennai,Liquid,Exporter,Textiles,Rail,340,64886,28418,93304,0,0,559824,5,0,2,0,0,4,1
Chennai,Liquid,Exporter,Chemicals,Rail,117,59299,28443,87742,0,0,614194,11,1,3,0,0,2,0
JNPT,Bulk,Importer,Chemicals,Rail,905,79269,37286,116555,0,0,699330,10,1,5,0,0,1,1
JNPT,Container,Distributor,Chemicals,Rail,488,56579,35131,91710,0,0,825390,10,1,4,1,0,2,1
JNPT,Container,Importer,Chemicals,Rail,1475,59198,22840,82038,0,0,738342,4,1,4,1,0,2,1
Mundra,Hazardous,Distributor,Machinery,Multi-modal,396,53346,35237,88583,0,0,620081,12,1,5,1,0,3,0
Cochin,Container,Distributor,FMCG,Multi-modal,469,72793,23724,96517,0,0,579102,1,1,3,1,0,4,1
Mundra,Bulk,Importer,Electronics,Rail,1286,73339,28796,102135,1,2,612810,13,1,6,0,5034,1,1
Kolkata,Bulk,Exporter,Electronics,Rail,447,77410,38534,115944,1,4,927552,2,1,3,1,35000,5,1
Cochin,Liquid,Retailer,Electronics,Rail,1034,54410,35105,89515,1,4,716120,11,1,1,0,16948,2,1
Mundra,Liquid,Importer,Chemicals,Road,1215,88709,30224,118933,0,0,475732,1,0,1,0,0,5,1
Mundra,Container,Exporter,FMCG,Road,1239,54178,26546,80724,0,0,403620,3,0,4,1,0,2,0
Mundra,Hazardous,Distributor,Electronics,Road,1293,71023,29092,100115,0,0,500575,3,0,4,1,0,1,1
Mundra,Hazardous,Distributor,Textiles,Multi-modal,1350,83262,34460,117722,1,1,941776,14,1,6,0,6909,5,1
JNPT,Container,Distributor,Chemicals,Rail,408,82141,37111,119252,1,4,954016,11,0,5,0,12844,5,1
JNPT,Container,Distributor,Chemicals,Road,1073,77716,35346,113062,0,0,226124,4,0,1,0,0,2,1
Kolkata,Bulk,Exporter,Electronics,Multi-modal,651,89939,38812,128751,1,1,1030008,8,1,4,1,4959,5,1
Chennai,Liquid,Distributor,Chemicals,Rail,532,50282,23958,74240,1,3,668160,10,0,1,1,6117,5,1
Cochin,Container,Distributor,Machinery,Road,907,69665,29989,99654,0,0,797232,1,0,4,1,0,5,1
Cochin,Container,Importer,Textiles,Rail,954,83188,28365,111553,1,3,892424,10,0,4,0,29361,5,1
Mundra,Hazardous,Distributor,Chemicals,Rail,324,52056,30392,82448,0,0,577136,6,1,4,0,0,3,0
Mundra,Container,Retailer,Chemicals,Multi-modal,571,87301,39216,126517,0,0,1012136,5,1,2,0,0,3,1
Chennai,Container,Exporter,Electronics,Road,1330,61037,38364,99401,1,1,695807,5,1,6,1,2225,4,1
Kolkata,Container,Retailer,Chemicals,Road,858,60804,23996,84800,0,0,339200,1,0,1,1,0,4,0
Cochin,Hazardous,Exporter,Textiles,Multi-modal,924,64623,24049,88672,0,0,532032,10,0,4,0,0,3,0
JNPT,Container,Exporter,Electronics,Multi-modal,579,51338,31675,83013,1,4,249039,1,1,4,0,4404,1,1
Kolkata,Container,Exporter,FMCG,Rail,1210,84001,37332,121333,0,0,242666,3,1,1,1,0,5,1
Kolkata,Liquid,Retailer,FMCG,Rail,1062,60249,28229,88478,0,0,442390,8,0,2,0,0,1,0
Mundra,Bulk,Exporter,Electronics,Multi-modal,200,82636,23689,106325,1,4,744275,10,0,6,0,12156,4,1
JNPT,Liquid,Exporter,Machinery,Rail,740,86464,23527,109991,1,1,329973,9,1,5,0,7990,5,1
JNPT,Container,Exporter,Textiles,Road,978,42450,31236,73686,1,4,368430,12,1,1,0,7900,1,1
Chennai,Bulk,Distributor,Machinery,Road,82,68250,30620,98870,0,0,889830,1,1,5,0,0,2,1
Kolkata,Container,Distributor,Textiles,Road,307,48265,32460,80725,0,0,322900,11,1,2,0,0,4,0
JNPT,Bulk,Distributor,Textiles,Rail,251,64718,31545,96263,0,0,673841,5,0,6,1,0,4,1
JNPT,Bulk,Exporter,Chemicals,Rail,108,58543,34034,92577,1,2,555462,12,1,4,1,2994,1,1
JNPT,Liquid,Exporter,Textiles,Multi-modal,1153,52620,23976,76596,1,4,153192,9,1,4,1,26324,4,1
Kolkata,Container,Retailer,Machinery,Multi-modal,379,78526,38088,116614,0,0,466456,4,1,3,1,0,1,1
Mundra,Bulk,Importer,Electronics,Multi-modal,603,79685,31686,111371,0,0,222742,13,1,4,1,0,4,1
JNPT,Liquid,Importer,Electronics,Multi-modal,726,64719,22777,87496,1,2,174992,4,0,2,1,17434,4,1
Mundra,Bulk,Importer,Machinery,Road,573,62322,22355,84677,0,0,423385,2,1,1,1,0,1,0
Mundra,Hazardous,Exporter,Textiles,Multi-modal,506,75006,37544,112550,0,0,337650,13,0,1,1,0,5,1
Cochin,Liquid,Importer,Electronics,Rail,1476,55668,21772,77440,1,1,619520,3,1,6,1,3416,5,1
Mundra,Hazardous,Importer,Electronics,Multi-modal,1226,41046,34909,75955,1,2,683595,9,1,3,0,8576,4,1
Cochin,Bulk,Distributor,FMCG,Rail,1044,59464,28936,88400,1,3,530400,1,1,5,1,27915,3,1
Kolkata,Bulk,Exporter,Machinery,Multi-modal,1203,44142,36070,80212,1,1,401060,6,1,4,0,7719,2,1
Cochin,Bulk,Exporter,FMCG,Rail,375,52827,29600,82427,1,1,576989,7,0,1,0,2440,2,1
JNPT,Hazardous,Retailer,Chemicals,Road,950,81514,25136,106650,1,3,853200,12,1,2,0,19680,4,1
Mundra,Hazardous,Distributor,Machinery,Multi-modal,1086,58840,28662,87502,0,0,525012,2,1,1,1,0,4,1
Kolkata,Liquid,Exporter,Electronics,Road,359,41833,25928,67761,0,0,406566,7,1,1,0,0,4,1
JNPT,Bulk,Distributor,Electronics,Multi-modal,1242,69739,29978,99717,0,0,698019,2,0,3,1,0,2,1
Chennai,Bulk,Exporter,Machinery,Rail,505,42781,37330,80111,1,2,720999,8,1,5,0,16326,5,1
JNPT,Bulk,Exporter,Textiles,Road,504,42216,25701,67917,1,4,271668,10,1,3,0,35084,4,1
Mundra,Bulk,Distributor,Machinery,Multi-modal,1421,54244,20111,74355,0,0,297420,6,1,5,1,0,5,1
Chennai,Container,Importer,Textiles,Rail,1074,59725,27006,86731,0,0,433655,7,0,4,1,0,4,1
Mundra,Liquid,Importer,Machinery,Road,182,55918,35398,91316,1,2,365264,1,1,3,1,12714,3,1
JNPT,Container,Distributor,Machinery,Road,564,74307,38283,112590,0,0,788130,6,1,2,0,0,4,1
Kolkata,Liquid,Exporter,Chemicals,Multi-modal,1466,41601,32809,74410,0,0,223230,6,1,1,0,0,5,0
Chennai,Hazardous,Importer,Textiles,Multi-modal,1488,48301,28457,76758,0,0,690822,11,1,6,1,0,5,1
Chennai,Liquid,Retailer,Textiles,Rail,1149,84791,23255,108046,1,1,216092,8,1,2,0,8450,2,1
Chennai,Bulk,Distributor,Electronics,Rail,1328,65463,20744,86207,0,0,344828,6,1,3,1,0,3,1
Chennai,Liquid,Distributor,Chemicals,Rail,1205,56263,29412,85675,0,0,685400,8,1,4,0,0,2,0
Mundra,Liquid,Exporter,Textiles,Road,120,51357,21437,72794,0,0,582352,4,0,3,0,0,4,0
Mundra,Bulk,Exporter,Machinery,Rail,881,88391,34008,122399,1,1,856793,2,0,6,1,3781,4,1
Cochin,Liquid,Importer,Electronics,Road,705,50248,30515,80763,0,0,646104,4,0,1,1,0,3,1
JNPT,Liquid,Retailer,Electronics,Rail,219,78872,36547,115419,0,0,807933,8,0,4,1,0,3,1
Kolkata,Bulk,Importer,FMCG,Road,1322,67263,27733,94996,0,0,759968,14,1,1,0,0,5,1
Mundra,Hazardous,Retailer,Chemicals,Road,376,66081,34790,100871,0,0,806968,11,1,2,0,0,2,1
JNPT,Hazardous,Exporter,Textiles,Rail,1444,89274,28056,117330,0,0,469320,1,0,4,0,0,1,1
Chennai,Bulk,Distributor,Electronics,Rail,140,57085,22934,80019,0,0,640152,8,1,5,1,0,4,1
Kolkata,Container,Importer,Textiles,Rail,289,55573,25566,81139,1,4,162278,14,0,2,1,27468,3,1
Kolkata,Bulk,Retailer,FMCG,Road,729,50790,35301,86091,0,0,516546,7,0,3,0,0,1,1
Cochin,Liquid,Importer,Machinery,Multi-modal,349,87918,37074,124992,0,0,749952,8,0,1,0,0,3,1
Mundra,Container,Importer,Chemicals,Rail,299,56251,25600,81851,1,3,163702,5,0,5,1,13647,3,1
JNPT,Bulk,Distributor,Chemicals,Rail,1240,76137,27983,104120,0,0,520600,5,1,6,0,0,4,1
Chennai,Bulk,Exporter,Machinery,Road,901,72903,27311,100214,1,4,200428,1,0,1,0,39304,4,1
Cochin,Bulk,Importer,Machinery,Road,152,48460,28673,77133,0,0,539931,3,1,6,0,0,2,0
Mundra,Liquid,Exporter,FMCG,Rail,1326,75003,25019,100022,1,2,500110,13,0,2,0,9296,4,1
JNPT,Bulk,Retailer,Chemicals,Multi-modal,1335,71571,35859,107430,0,0,859440,13,0,5,1,0,5,1
Cochin,Liquid,Retailer,Electronics,Rail,1364,62487,27084,89571,0,0,537426,7,0,3,0,0,3,0
Kolkata,Hazardous,Exporter,Electronics,Rail,1413,53145,37986,91131,0,0,546786,9,0,2,0,0,3,1
Cochin,Container,Distributor,FMCG,Rail,215,47977,24661,72638,0,0,508466,6,1,5,1,0,5,1
Kolkata,Container,Distributor,FMCG,Rail,269,69954,21745,91699,0,0,825291,12,0,2,0,0,2,1
Mundra,Bulk,Exporter,Electronics,Rail,801,76092,24587,100679,0,0,805432,11,1,2,1,0,2,1
Cochin,Hazardous,Distributor,Electronics,Rail,342,40553,33860,74413,0,0,446478,7,0,5,0,0,5,1
Cochin,Bulk,Importer,Chemicals,Rail,475,41935,29608,71543,0,0,214629,7,0,1,0,0,5,1
Chennai,Hazardous,Importer,Machinery,Multi-modal,934,85378,29014,114392,0,0,343176,2,0,3,1,0,1,1
Chennai,Bulk,Importer,Electronics,Road,1178,49913,28566,78479,1,2,156958,1,1,5,0,12698,2,1
Mundra,Hazardous,Retailer,Textiles,Multi-modal,1185,68293,30193,98486,1,3,689402,5,1,6,1,8325,4,1
Kolkata,Hazardous,Importer,Chemicals,Multi-modal,851,77153,35203,112356,1,2,337068,3,0,5,0,14570,5,1
JNPT,Liquid,Retailer,Chemicals,Rail,959,58426,34162,92588,0,0,462940,10,1,1,1,0,1,1
JNPT,Liquid,Importer,Chemicals,Road,81,44476,31067,75543,1,2,226629,1,1,2,1,9010,5,1
JNPT,Container,Exporter,Textiles,Multi-modal,196,61857,38629,100486,0,0,502430,12,1,2,0,0,3,1
Chennai,Hazardous,Exporter,Chemicals,Rail,1260,73688,33162,106850,1,4,213700,14,0,1,0,22748,5,1
Cochin,Container,Exporter,Textiles,Multi-modal,1438,81349,33045,114394,0,0,571970,11,0,6,1,0,4,1
Cochin,Liquid,Exporter,Machinery,Multi-modal,1103,82407,32406,114813,0,0,688878,8,1,2,0,0,3,1
Kolkata,Bulk,Distributor,Chemicals,Road,367,49122,33603,82725,1,4,165450,4,0,5,0,26112,4,1
JNPT,Container,Distributor,Chemicals,Road,103,83746,31007,114753,0,0,918024,1,0,2,1,0,2,1
Chennai,Container,Retailer,Textiles,Rail,1232,70364,38361,108725,0,0,869800,7,1,1,1,0,5,1
Mundra,Container,Importer,FMCG,Rail,826,55455,34905,90360,0,0,813240,9,1,3,1,0,1,1
Mundra,Liquid,Exporter,Textiles,Road,1207,75665,32291,107956,0,0,431824,13,0,2,1,0,4,1
Kolkata,Liquid,Retailer,FMCG,Road,1319,55915,27513,83428,0,0,166856,10,1,5,0,0,1,0
Mundra,Container,Importer,Chemicals,Rail,741,61230,36611,97841,1,1,195682,10,1,6,1,7251,1,1
Kolkata,Container,Importer,FMCG,Multi-modal,174,67906,27649,95555,1,3,191110,9,1,5,0,5232,4,1
Mundra,Liquid,Importer,Textiles,Road,817,49216,36363,85579,0,0,599053,7,1,6,1,0,2,0
Cochin,Bulk,Distributor,Chemicals,Road,855,65634,33805,99439,0,0,596634,8,0,4,1,0,4,1
JNPT,Liquid,Importer,Machinery,Road,787,43796,28823,72619,0,0,145238,10,0,2,1,0,4,0
Mundra,Bulk,Distributor,Electronics,Multi-modal,971,74819,23621,98440,0,0,689080,4,1,4,0,0,2,1
JNPT,Container,Importer,Electronics,Multi-modal,814,54628,31861,86489,0,0,432445,13,0,2,1,0,2,0
JNPT,Container,Exporter,Textiles,Road,228,66000,34581,100581,0,0,603486,9,0,4,0,0,2,1
Chennai,Bulk,Retailer,Electronics,Multi-modal,574,42484,35012,77496,0,0,542472,6,1,2,1,0,5,1
Kolkata,Liquid,Importer,Machinery,Rail,610,73782,37988,111770,0,0,1005930,10,1,3,1,0,1,1
Mundra,Bulk,Distributor,Electronics,Rail,82,48100,22911,71011,1,1,639099,11,1,3,0,7369,3,1
Mundra,Container,Retailer,Textiles,Multi-modal,363,72934,30902,103836,0,0,623016,7,0,2,0,0,4,1
Chennai,Container,Retailer,FMCG,Multi-modal,1194,64125,32381,96506,0,0,579036,2,0,3,1,0,4,1
Kolkata,Container,Retailer,Machinery,Rail,748,54102,21861,75963,0,0,379815,9,1,1,1,0,5,1
JNPT,Liquid,Exporter,Textiles,Road,768,69763,30191,99954,0,0,899586,8,1,6,1,0,2,1
Cochin,Hazardous,Retailer,Electronics,Rail,1041,82876,39913,122789,0,0,368367,13,0,1,1,0,4,1
Kolkata,Bulk,Distributor,Electronics,Multi-modal,95,82089,26086,108175,1,2,540875,11,1,5,0,16494,3,1
Kolkata,Container,Importer,Machinery,Rail,1487,88723,22887,111610,0,0,223220,1,0,5,0,0,2,1
Cochin,Liquid,Exporter,Chemicals,Rail,1141,50923,27053,77976,0,0,701784,11,0,2,0,0,2,1
Cochin,Bulk,Importer,Machinery,Multi-modal,1247,41948,23963,65911,0,0,329555,4,1,5,1,0,3,1
Cochin,Bulk,Exporter,Machinery,Rail,995,57591,29872,87463,1,4,699704,11,0,1,1,17712,1,1
Chennai,Hazardous,Retailer,Chemicals,Road,351,50366,21797,72163,0,0,360815,3,0,3,0,0,1,1
Kolkata,Container,Importer,Machinery,Road,1019,47172,39278,86450,1,1,432250,10,1,4,1,5862,5,1
Kolkata,Liquid,Retailer,Machinery,Multi-modal,237,56585,36472,93057,0,0,465285,6,1,4,0,0,3,1
JNPT,Bulk,Distributor,FMCG,Road,1427,60750,24031,84781,1,3,339124,4,1,2,1,13839,3,1
Chennai,Hazardous,Importer,Textiles,Road,1344,88898,23837,112735,0,0,901880,3,1,6,1,0,2,1
Mundra,Liquid,Retailer,Textiles,Multi-modal,1463,84854,30690,115544,0,0,462176,10,1,3,1,0,4,1
Cochin,Hazardous,Exporter,Chemicals,Multi-modal,328,86127,33146,119273,1,4,477092,5,1,2,0,20220,1,1
JNPT,Bulk,Importer,FMCG,Multi-modal,705,45051,36706,81757,1,4,572299,2,0,3,1,34796,5,1
Cochin,Container,Retailer,Electronics,Rail,216,88979,23550,112529,0,0,337587,12,0,6,1,0,3,1
JNPT,Bulk,Importer,Chemicals,Multi-modal,1022,42614,21879,64493,1,3,322465,6,1,6,1,12549,3,1
Mundra,Liquid,Retailer,Textiles,Rail,1373,81444,24898,106342,0,0,212684,7,0,2,0,0,4,1
Cochin,Liquid,Exporter,Chemicals,Rail,913,84280,28951,113231,0,0,792617,13,1,1,0,0,2,1
JNPT,Bulk,Retailer,Machinery,Multi-modal,182,89830,39768,129598,0,0,388794,3,1,1,0,0,4,1
Mundra,Liquid,Importer,Electronics,Rail,1315,65994,33243,99237,1,3,793896,8,0,6,0,26463,2,1
Cochin,Hazardous,Retailer,Electronics,Rail,1046,57701,26880,84581,1,2,169162,9,0,1,1,17604,2,1
Cochin,Bulk,Importer,Electronics,Multi-modal,759,76288,21249,97537,1,4,390148,1,0,3,1,22768,3,1
JNPT,Hazardous,Retailer,Textiles,Road,1030,82530,33731,116261,0,0,697566,10,0,6,1,0,2,1
Chennai,Container,Importer,Electronics,Road,853,65420,31611,97031,0,0,776248,3,1,2,1,0,3,1
Kolkata,Container,Distributor,Textiles,Rail,1255,41620,31820,73440,0,0,293760,9,0,1,1,0,4,1
Chennai,Hazardous,Importer,Machinery,Multi-modal,853,76161,29757,105918,0,0,423672,6,0,1,1,0,3,1
JNPT,Hazardous,Distributor,Textiles,Road,605,68251,33973,102224,0,0,204448,4,1,5,0,0,5,1
Cochin,Hazardous,Distributor,Electronics,Multi-modal,1434,76116,37985,114101,1,3,342303,4,0,3,0,11427,2,1
